time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20220124:1930,458.35,153.27,8.12,18.17,-9.08,0.83,0.0
20220124:2030,189.03,111.43,4.01,10.96,-8.93,0.97,0.0
20220124:2130,0.0,17.12,0.57,2.27,-9.31,0.97,0.0
20220124:2230,0.0,0.0,0.0,0.0,-10.32,1.59,0.0
20220124:2330,0.0,0.0,0.0,0.0,-10.89,1.72,0.0
20220125:0030,0.0,0.0,0.0,0.0,-10.96,1.59,0.0
20220125:0130,0.0,0.0,0.0,0.0,-10.9,1.45,0.0
20220125:0230,0.0,0.0,0.0,0.0,-10.9,1.45,0.0
20220125:0330,0.0,0.0,0.0,0.0,-10.75,1.45,0.0
20220125:0430,0.0,0.0,0.0,0.0,-10.5,1.52,0.0
20220125:0530,0.0,0.0,0.0,0.0,-10.01,1.59,0.0
20220125:0630,0.0,0.0,0.0,0.0,-9.53,1.59,0.0
20220125:0730,0.0,0.0,0.0,0.0,-8.82,1.72,0.0
20220125:0830,0.0,0.0,0.0,0.0,-8.53,1.59,0.0
20220125:0930,0.0,0.0,0.0,0.0,-8.29,1.52,0.0
20220125:1030,0.0,0.0,0.0,0.0,-7.95,1.31,0.0
20220125:1130,0.0,0.0,0.0,0.0,-8.03,1.31,0.0
20220125:1230,0.0,6.24,0.23,0.97,-8.53,1.38,0.0
20220125:1330,165.54,81.16,3.11,9.86,-8.84,1.31,0.0
20220125:1430,335.83,148.55,6.85,17.36,-7.2,0.76,0.0
20220125:1530,468.3,197.09,9.94,22.93,-5.16,0.83,0.0
20220125:1630,458.3,234.92,11.11,26.03,-3.44,1.24,0.0
20220125:1730,327.62,244.4,10.17,26.27,-2.37,1.72,0.0
20220125:1830,223.03,201.25,7.99,23.62,-2.0,2.07,0.0
20220125:1930,328.47,143.25,6.85,18.41,-2.43,2.55,0.0
20220125:2030,337.61,95.34,4.68,11.19,-2.9,2.34,0.0
20220125:2130,146.96,24.65,0.91,2.49,-4.02,1.86,0.0
20220125:2230,0.0,0.0,0.0,0.0,-5.65,1.59,0.0
20220125:2330,0.0,0.0,0.0,0.0,-6.89,1.59,0.0
20220126:0030,0.0,0.0,0.0,0.0,-8.15,1.72,0.0
20220126:0130,0.0,0.0,0.0,0.0,-9.32,2.0,0.0
20220126:0230,0.0,0.0,0.0,0.0,-10.33,2.14,0.0
20220126:0330,0.0,0.0,0.0,0.0,-11.42,2.14,0.0
20220126:0430,0.0,0.0,0.0,0.0,-12.53,2.07,0.0
20220126:0530,0.0,0.0,0.0,0.0,-13.65,1.93,0.0
20220126:0630,0.0,0.0,0.0,0.0,-14.56,1.93,0.0
20220126:0730,0.0,0.0,0.0,0.0,-14.38,1.93,0.0
20220126:0830,0.0,0.0,0.0,0.0,-15.14,1.79,0.0
20220126:0930,0.0,0.0,0.0,0.0,-15.86,1.72,0.0
20220126:1030,0.0,0.0,0.0,0.0,-16.8,1.66,0.0
20220126:1130,0.0,0.0,0.0,0.0,-17.6,1.59,0.0
20220126:1230,0.0,8.27,0.3,1.11,-18.39,1.59,0.0
20220126:1330,277.83,100.0,4.11,10.03,-19.07,1.52,0.0
20220126:1430,508.71,148.6,8.44,17.55,-18.68,1.66,0.0
20220126:1530,554.08,205.45,11.02,23.15,-17.79,1.72,0.0
20220126:1630,522.67,242.6,11.96,26.27,-16.94,1.86,0.0
20220126:1730,692.42,217.53,13.34,26.52,-16.35,1.93,0.0
20220126:1830,733.4,163.25,12.36,23.87,-15.89,1.86,0.0
20220126:1930,617.97,129.66,9.47,18.66,-15.71,1.93,0.0
20220126:2030,408.4,97.61,5.32,11.43,-15.88,1.93,0.0
20220126:2130,197.29,27.06,1.11,2.72,-16.53,1.59,0.0
20220126:2230,0.0,0.0,0.0,0.0,-18.18,1.79,0.0
20220126:2330,0.0,0.0,0.0,0.0,-19.25,1.66,0.0
20220127:0030,0.0,0.0,0.0,0.0,-20.29,1.38,0.0
20220127:0130,0.0,0.0,0.0,0.0,-22.11,1.17,0.0
20220127:0230,0.0,0.0,0.0,0.0,-23.39,1.52,0.0
20220127:0330,0.0,0.0,0.0,0.0,-24.29,1.79,0.0
20220127:0430,0.0,0.0,0.0,0.0,-25.26,1.79,0.0
20220127:0530,0.0,0.0,0.0,0.0,-25.97,1.93,0.0
20220127:0630,0.0,0.0,0.0,0.0,-25.83,1.93,0.0
20220127:0730,0.0,0.0,0.0,0.0,-24.91,2.07,0.0
20220127:0830,0.0,0.0,0.0,0.0,-24.24,2.14,0.0
20220127:0930,0.0,0.0,0.0,0.0,-23.63,2.28,0.0
20220127:1030,0.0,0.0,0.0,0.0,-23.04,2.28,0.0
20220127:1130,0.0,0.0,0.0,0.0,-22.14,2.41,0.0
20220127:1230,0.0,7.68,0.28,1.27,-21.16,2.41,0.0
20220127:1330,373.14,88.27,4.64,10.2,-19.94,2.48,0.0
20220127:1430,549.3,135.67,8.71,17.75,-17.26,2.34,0.0
20220127:1530,673.38,169.6,11.74,23.38,-13.85,2.83,0.0
20220127:1630,642.18,224.3,12.95,26.52,-11.17,3.38,0.0
20220127:1730,538.61,255.44,12.5,26.78,-9.2,3.79,0.0
20220127:1830,448.04,225.94,10.59,24.13,-7.83,4.0,0.0
20220127:1930,237.88,190.07,7.31,18.92,-7.15,4.14,0.0
20220127:2030,77.5,111.06,3.74,11.67,-6.69,4.0,0.0
20220127:2130,55.55,26.18,0.87,2.95,-6.74,3.79,0.0
20220127:2230,0.0,0.0,0.0,0.0,-7.22,3.72,0.0
20220127:2330,0.0,0.0,0.0,0.0,-7.44,3.72,0.0
20220128:0030,0.0,0.0,0.0,0.0,-7.35,3.66,0.0
20220128:0130,0.0,0.0,0.0,0.0,-7.03,3.59,0.0
20220128:0230,0.0,0.0,0.0,0.0,-6.68,3.45,0.0
20220128:0330,0.0,0.0,0.0,0.0,-6.44,3.24,0.0
20220128:0430,0.0,0.0,0.0,0.0,-6.47,3.17,0.0
20220128:0530,0.0,0.0,0.0,0.0,-6.97,3.1,0.0
20220128:0630,0.0,0.0,0.0,0.0,-7.3,2.97,0.0
20220128:0730,0.0,0.0,0.0,0.0,-7.02,2.83,0.0
20220128:0830,0.0,0.0,0.0,0.0,-7.17,2.69,0.0
20220128:0930,0.0,0.0,0.0,0.0,-7.2,2.55,0.0
20220128:1030,0.0,0.0,0.0,0.0,-7.32,2.28,0.0
20220128:1130,0.0,0.0,0.0,0.0,-7.45,2.0,0.0
20220128:1230,0.0,9.98,0.37,1.43,-7.55,1.52,0.0
20220128:1330,14.29,66.41,2.25,10.38,-7.55,0.69,0.0
20220128:1430,42.68,125.77,4.4,17.96,-6.78,0.83,0.0
20220128:1530,109.2,194.9,7.08,23.61,-6.6,2.83,0.0
20220128:1630,148.89,233.24,8.62,26.77,-7.49,3.03,0.0
20220128:1730,159.85,222.84,8.42,27.05,-8.11,2.83,0.0
20220128:1830,142.56,221.04,8.07,24.4,-8.54,2.62,0.0
20220128:1930,186.49,186.62,6.95,19.17,-9.64,2.48,0.0
20220128:2030,69.35,108.2,3.67,11.91,-10.29,2.41,0.0
20220128:2130,13.88,24.56,0.82,3.18,-11.27,2.21,0.0
20220128:2230,0.0,0.0,0.0,0.0,-12.65,2.14,0.0
20220128:2330,0.0,0.0,0.0,0.0,-14.0,2.14,0.0
20220129:0030,0.0,0.0,0.0,0.0,-15.08,2.07,0.0
20220129:0130,0.0,0.0,0.0,0.0,-16.26,2.0,0.0
20220129:0230,0.0,0.0,0.0,0.0,-17.38,1.93,0.0
20220129:0330,0.0,0.0,0.0,0.0,-18.33,1.79,0.0
20220129:0430,0.0,0.0,0.0,0.0,-19.06,1.66,0.0
20220129:0530,0.0,0.0,0.0,0.0,-19.62,1.79,0.0
20220129:0630,0.0,0.0,0.0,0.0,-20.19,2.0,0.0
20220129:0730,0.0,0.0,0.0,0.0,-20.12,1.93,0.0
20220129:0830,0.0,0.0,0.0,0.0,-20.23,1.79,0.0
20220129:0930,0.0,0.0,0.0,0.0,-20.43,2.21,0.0
20220129:1030,0.0,0.0,0.0,0.0,-20.74,2.21,0.0
20220129:1130,0.0,0.0,0.0,0.0,-20.99,2.48,0.0
20220129:1230,0.0,9.36,0.34,1.6,-21.21,2.55,0.0
20220129:1330,1.83,55.61,1.87,10.57,-21.2,2.69,0.0
20220129:1430,14.24,129.46,4.39,18.17,-20.67,2.83,0.0
20220129:1530,1.29,160.64,5.39,23.84,-19.67,3.24,0.0
20220129:1630,17.27,195.84,6.66,27.03,-18.79,3.52,0.0
20220129:1730,12.47,194.25,6.58,27.31,-17.8,4.21,0.0
20220129:1830,6.06,165.53,5.58,24.67,-17.3,4.76,0.0
20220129:1930,3.12,120.92,4.07,19.43,-17.27,4.55,0.0
20220129:2030,1.28,72.43,2.43,12.16,-17.12,4.76,0.0
20220129:2130,0.0,17.29,0.58,3.41,-17.03,4.69,0.0
20220129:2230,0.0,0.0,0.0,0.0,-16.84,4.34,0.0
20220129:2330,0.0,0.0,0.0,0.0,-16.38,4.28,0.0
20220130:0030,0.0,0.0,0.0,0.0,-15.92,4.07,0.0
20220130:0130,0.0,0.0,0.0,0.0,-15.78,3.93,0.0
20220130:0230,0.0,0.0,0.0,0.0,-15.91,3.93,0.0
20220130:0330,0.0,0.0,0.0,0.0,-16.17,3.86,0.0
20220130:0430,0.0,0.0,0.0,0.0,-16.37,3.86,0.0
20220130:0530,0.0,0.0,0.0,0.0,-16.69,3.59,0.0
20220130:0630,0.0,0.0,0.0,0.0,-17.15,3.1,0.0
20220130:0730,0.0,0.0,0.0,0.0,-18.01,2.34,0.0
20220130:0830,0.0,0.0,0.0,0.0,-18.9,2.07,0.0
20220130:0930,0.0,0.0,0.0,0.0,-19.66,1.86,0.0
20220130:1030,0.0,0.0,0.0,0.0,-20.12,1.52,0.0
20220130:1130,0.0,0.0,0.0,0.0,-21.44,1.24,0.0
20220130:1230,0.0,9.2,0.34,1.77,-21.32,0.97,0.0
20220130:1330,396.0,90.25,5.07,10.77,-20.64,0.48,0.0
20220130:1430,631.37,118.01,9.55,18.39,-19.41,0.21,0.0
20220130:1530,785.84,138.49,12.83,24.09,-18.24,0.9,0.0
20220130:1630,882.5,140.63,14.66,27.29,-15.1,1.52,0.0
20220130:1730,870.19,146.73,14.65,27.59,-13.16,2.0,0.0
20220130:1830,777.93,146.2,13.02,24.94,-11.7,2.14,0.0
20220130:1930,640.95,122.15,10.0,19.7,-10.32,2.28,0.0
20220130:2030,409.17,98.88,5.72,12.41,-9.81,2.21,0.0
20220130:2130,187.01,31.83,1.39,3.65,-10.07,1.66,0.0
20220130:2230,0.0,0.0,0.0,0.0,-11.42,1.38,0.0
20220130:2330,0.0,0.0,0.0,0.0,-13.13,1.24,0.0
20220131:0030,0.0,0.0,0.0,0.0,-12.06,0.97,0.0
20220131:0130,0.0,0.0,0.0,0.0,-12.09,0.62,0.0
20220131:0230,0.0,0.0,0.0,0.0,-14.96,1.17,0.0
20220131:0330,0.0,0.0,0.0,0.0,-18.58,1.93,0.0
20220131:0430,0.0,0.0,0.0,0.0,-19.59,2.07,0.0
20220131:0530,0.0,0.0,0.0,0.0,-20.24,2.14,0.0
20220131:0630,0.0,0.0,0.0,0.0,-20.8,2.14,0.0
20220131:0730,0.0,0.0,0.0,0.0,-20.74,1.93,0.0
20220131:0830,0.0,0.0,0.0,0.0,-21.21,1.93,0.0
20220131:0930,0.0,0.0,0.0,0.0,-21.15,1.93,0.0
20220131:1030,0.0,0.0,0.0,0.0,-20.92,1.93,0.0
20220131:1130,0.0,0.0,0.0,0.0,-20.4,1.86,0.0
20220131:1230,0.0,9.44,0.35,1.95,-19.9,1.79,0.0
20220131:1330,279.91,93.61,4.34,10.96,-19.32,1.72,0.0
20220131:1430,495.13,141.93,8.61,18.61,-16.08,1.38,0.0
20220131:1530,654.74,166.17,11.84,24.34,-13.45,1.52,0.0
20220131:1630,738.88,188.14,13.78,27.56,-9.17,1.59,0.0
20220131:1730,830.24,156.05,14.41,27.87,-7.06,1.45,0.0
20220131:1830,655.35,182.0,12.28,25.22,-5.76,1.17,0.0
20220131:1930,249.54,184.18,7.47,19.96,-4.73,1.03,0.0
20220131:2030,30.58,78.22,2.73,12.66,-4.47,0.76,0.0
20220131:2130,68.57,30.07,1.06,3.88,-4.79,0.69,0.0
20220131:2230,0.0,0.0,0.0,0.0,-6.29,1.52,0.0
20220131:2330,0.0,0.0,0.0,0.0,-8.0,1.72,0.0
20220201:0030,0.0,0.0,0.0,0.0,-9.52,1.66,0.0
20220201:0130,0.0,0.0,0.0,0.0,-10.82,1.52,0.0
20220201:0230,0.0,0.0,0.0,0.0,-11.77,1.52,0.0
20220201:0330,0.0,0.0,0.0,0.0,-12.68,1.52,0.0
20220201:0430,0.0,0.0,0.0,0.0,-13.67,1.59,0.0
20220201:0530,0.0,0.0,0.0,0.0,-14.6,1.59,0.0
20220201:0630,0.0,0.0,0.0,0.0,-15.39,1.66,0.0
20220201:0730,0.0,0.0,0.0,0.0,-16.0,1.66,0.0
20220201:0830,0.0,0.0,0.0,0.0,-16.35,1.72,0.0
20220201:0930,0.0,0.0,0.0,0.0,-16.6,1.72,0.0
20220201:1030,0.0,0.0,0.0,0.0,-16.78,1.79,0.0
20220201:1130,0.0,0.0,0.0,0.0,-16.86,1.86,0.0
20220201:1230,0.0,9.71,0.36,2.13,-16.98,1.93,0.0
20220201:1330,370.93,89.33,5.03,11.17,-16.55,1.79,0.0
20220201:1430,601.76,115.77,9.39,18.84,-13.35,1.59,0.0
20220201:1530,771.4,130.03,12.72,24.59,-9.3,2.07,0.0
20220201:1630,822.94,156.4,14.38,27.84,-5.19,2.9,0.0
20220201:1730,865.65,140.2,14.7,28.15,-3.34,3.45,0.0
20220201:1830,792.21,134.6,13.22,25.5,-2.12,3.59,0.0
20220201:1930,625.76,124.28,10.07,20.23,-1.42,3.79,0.0
20220201:2030,416.73,94.75,5.91,12.92,-1.13,3.72,0.0
20220201:2130,170.54,35.26,1.49,4.12,-1.51,3.31,0.0
20220201:2230,0.0,0.0,0.0,0.0,-2.66,3.45,0.0
20220201:2330,0.0,0.0,0.0,0.0,-3.39,3.72,0.0
20220202:0030,0.0,0.0,0.0,0.0,-3.73,4.0,0.0
20220202:0130,0.0,0.0,0.0,0.0,-3.81,4.21,0.0
20220202:0230,0.0,0.0,0.0,0.0,-3.93,4.28,0.0
20220202:0330,0.0,0.0,0.0,0.0,-3.91,4.21,0.0
20220202:0430,0.0,0.0,0.0,0.0,-3.8,4.14,0.0
20220202:0530,0.0,0.0,0.0,0.0,-3.67,4.21,0.0
20220202:0630,0.0,0.0,0.0,0.0,-3.45,4.21,0.0
20220202:0730,0.0,0.0,0.0,0.0,-3.34,4.34,0.0
20220202:0830,0.0,0.0,0.0,0.0,-3.2,4.28,0.0
20220202:0930,0.0,0.0,0.0,0.0,-2.86,4.28,0.0
20220202:1030,0.0,0.0,0.0,0.0,-2.76,4.14,0.0
20220202:1130,0.0,0.0,0.0,0.0,-2.53,4.0,0.0
20220202:1230,0.0,13.07,0.48,2.32,-2.45,3.93,0.0
20220202:1330,71.51,88.38,3.12,11.38,-1.93,4.0,0.0
20220202:1430,165.3,160.73,6.23,19.08,-1.03,3.52,0.0
20220202:1530,480.91,186.06,10.43,24.85,0.19,4.07,0.0
20220202:1630,545.61,211.85,12.14,28.12,1.48,4.28,0.0
20220202:1730,586.36,200.34,12.42,28.44,2.89,4.28,0.0
20220202:1830,615.4,159.24,11.58,25.79,3.88,4.28,0.0
20220202:1930,439.46,142.5,8.46,20.51,4.77,4.14,0.0
20220202:2030,268.98,110.48,5.04,13.17,5.0,3.86,0.0
20220202:2130,91.47,30.8,1.18,4.36,4.46,3.72,0.0
20220202:2230,0.0,0.0,0.0,0.0,3.82,3.52,0.0
20220202:2330,0.0,0.0,0.0,0.0,3.45,3.31,0.0
20220203:0030,0.0,0.0,0.0,0.0,3.19,3.38,0.0
20220203:0130,0.0,0.0,0.0,0.0,3.1,3.45,0.0
20220203:0230,0.0,0.0,0.0,0.0,3.03,3.52,0.0
20220203:0330,0.0,0.0,0.0,0.0,3.01,3.45,0.0
20220203:0430,0.0,0.0,0.0,0.0,2.93,3.24,0.0
20220203:0530,0.0,0.0,0.0,0.0,2.89,3.17,0.0
20220203:0630,0.0,0.0,0.0,0.0,2.79,3.1,0.0
20220203:0730,0.0,0.0,0.0,0.0,2.78,3.03,0.0
20220203:0830,0.0,0.0,0.0,0.0,2.62,2.97,0.0
20220203:0930,0.0,0.0,0.0,0.0,2.42,2.76,0.0
20220203:1030,0.0,0.0,0.0,0.0,2.19,2.62,0.0
20220203:1130,0.0,0.0,0.0,0.0,1.98,2.41,0.0
20220203:1230,0.0,4.56,0.17,2.52,1.91,2.14,0.0
20220203:1330,1.54,22.02,0.75,11.6,1.97,1.72,0.0
20220203:1430,3.15,62.23,2.11,19.32,1.88,0.97,0.0
20220203:1530,1.85,57.96,1.96,25.12,1.86,0.83,0.0
20220203:1630,16.22,108.47,3.8,28.4,1.69,1.66,0.0
20220203:1730,16.86,119.87,4.18,28.74,1.1,2.34,0.0
20220203:1830,0.1,69.37,2.33,26.08,0.57,2.62,0.0
20220203:1930,1.42,66.35,2.24,20.78,-1.29,3.1,0.0
20220203:2030,0.52,37.67,1.27,13.43,-2.25,3.31,0.0
20220203:2130,0.0,8.39,0.28,4.61,-3.15,3.1,0.0
20220203:2230,0.0,0.0,0.0,0.0,-4.01,2.83,0.0
20220203:2330,0.0,0.0,0.0,0.0,-4.76,2.9,0.0
20220204:0030,0.0,0.0,0.0,0.0,-5.42,2.83,0.0
20220204:0130,0.0,0.0,0.0,0.0,-6.04,2.97,0.0
20220204:0230,0.0,0.0,0.0,0.0,-6.72,2.97,0.0
20220204:0330,0.0,0.0,0.0,0.0,-7.37,2.9,0.0
20220204:0430,0.0,0.0,0.0,0.0,-8.01,2.9,0.0
20220204:0530,0.0,0.0,0.0,0.0,-8.82,2.9,0.0
20220204:0630,0.0,0.0,0.0,0.0,-9.49,2.9,0.0
20220204:0730,0.0,0.0,0.0,0.0,-10.34,2.83,0.0
20220204:0830,0.0,0.0,0.0,0.0,-10.63,2.83,0.0
20220204:0930,0.0,0.0,0.0,0.0,-10.93,2.69,0.0
20220204:1030,0.0,0.0,0.0,0.0,-11.17,2.62,0.0
20220204:1130,0.0,0.0,0.0,0.0,-11.33,2.41,0.0
20220204:1230,0.0,2.15,0.08,2.72,-11.33,2.34,0.0
20220204:1330,0.0,16.69,0.56,11.82,-11.21,2.21,0.0
20220204:1430,0.0,38.13,1.28,19.56,-10.82,2.28,0.0
20220204:1530,0.41,73.04,2.45,25.39,-10.37,2.34,0.0
20220204:1630,12.34,123.59,4.26,28.69,-9.72,2.34,0.0
20220204:1730,0.79,111.19,3.73,29.03,-9.02,2.55,0.0
20220204:1830,4.04,91.92,3.12,26.37,-8.82,2.76,0.0
20220204:1930,9.75,54.69,1.93,21.06,-10.33,2.83,0.0
20220204:2030,0.51,26.31,0.89,13.69,-10.37,2.9,0.0
20220204:2130,0.0,6.5,0.22,4.85,-10.78,2.48,0.0
20220204:2230,0.0,0.0,0.0,0.0,-11.02,2.28,0.0
20220204:2330,0.0,0.0,0.0,0.0,-11.3,2.14,0.0
20220205:0030,0.0,0.0,0.0,0.0,-11.77,2.21,0.0
20220205:0130,0.0,0.0,0.0,0.0,-12.34,1.72,0.0
20220205:0230,0.0,0.0,0.0,0.0,-12.33,1.66,0.0
20220205:0330,0.0,0.0,0.0,0.0,-12.31,1.72,0.0
20220205:0430,0.0,0.0,0.0,0.0,-12.43,1.86,0.0
20220205:0530,0.0,0.0,0.0,0.0,-12.65,1.79,0.0
20220205:0630,0.0,0.0,0.0,0.0,-12.91,1.66,0.0
20220205:0730,0.0,0.0,0.0,0.0,-13.16,1.66,0.0
20220205:0830,0.0,0.0,0.0,0.0,-13.45,1.52,0.0
20220205:0930,0.0,0.0,0.0,0.0,-13.72,1.45,0.0
20220205:1030,0.0,0.0,0.0,0.0,-14.08,1.45,0.0
20220205:1130,0.0,0.0,0.0,0.0,-14.56,1.38,0.0
20220205:1230,0.0,13.57,0.5,2.92,-15.15,1.45,0.0
20220205:1330,153.73,90.02,3.69,12.05,-14.61,1.38,0.0
20220205:1430,429.32,170.6,8.91,19.82,-14.05,2.21,0.0
20220205:1530,408.71,239.06,11.03,25.67,-13.41,2.9,0.0
20220205:1630,542.75,264.07,13.44,28.99,-13.11,3.1,0.0
20220205:1730,492.74,268.45,13.04,29.34,-12.68,3.03,0.0
20220205:1830,820.36,141.44,14.16,26.67,-12.36,3.03,0.0
20220205:1930,640.6,140.37,10.95,21.34,-11.79,3.24,0.0
20220205:2030,460.23,100.24,6.8,13.96,-12.0,3.17,0.0
20220205:2130,210.1,44.68,2.04,5.1,-12.56,2.62,0.0
20220205:2230,0.0,0.0,0.0,-4.74,-13.85,2.21,0.0
20220205:2330,0.0,0.0,0.0,0.0,-15.27,2.0,0.0
20220206:0030,0.0,0.0,0.0,0.0,-16.08,1.93,0.0
20220206:0130,0.0,0.0,0.0,0.0,-16.6,1.86,0.0
20220206:0230,0.0,0.0,0.0,0.0,-17.06,1.79,0.0
20220206:0330,0.0,0.0,0.0,0.0,-17.69,1.59,0.0
20220206:0430,0.0,0.0,0.0,0.0,-18.81,1.31,0.0
20220206:0530,0.0,0.0,0.0,0.0,-18.75,1.03,0.0
20220206:0630,0.0,0.0,0.0,0.0,-19.97,1.17,0.0
20220206:0730,0.0,0.0,0.0,0.0,-21.88,1.52,0.0
20220206:0830,0.0,0.0,0.0,0.0,-23.0,1.66,0.0
20220206:0930,0.0,0.0,0.0,0.0,-23.51,1.72,0.0
20220206:1030,0.0,0.0,0.0,0.0,-24.12,1.72,0.0
20220206:1130,0.0,0.0,0.0,0.0,-24.7,1.72,0.0
20220206:1230,0.0,12.72,0.47,3.14,-25.01,1.72,0.0
20220206:1330,361.15,98.49,5.53,12.28,-24.61,1.59,0.0
20220206:1430,570.8,132.66,9.83,20.07,-22.12,1.59,0.0
20220206:1530,727.13,153.06,13.1,25.95,-18.75,2.0,0.0
20220206:1630,694.37,204.44,14.15,29.29,-13.57,2.62,0.0
20220206:1730,758.02,188.16,14.71,29.64,-10.83,3.1,0.0
20220206:1830,652.01,191.62,13.03,26.97,-8.91,3.38,0.0
20220206:1930,565.24,151.85,10.39,21.63,-7.55,3.66,0.0
20220206:2030,406.0,105.51,6.47,14.22,-6.76,3.59,0.0
20220206:2130,168.86,45.0,1.92,5.35,-6.62,3.38,0.0
20220206:2230,0.0,0.0,0.0,-4.5,-7.21,3.38,0.0
20220206:2330,0.0,0.0,0.0,0.0,-7.78,3.45,0.0
20220207:0030,0.0,0.0,0.0,0.0,-8.01,3.52,0.0
20220207:0130,0.0,0.0,0.0,0.0,-8.02,3.52,0.0
20220207:0230,0.0,0.0,0.0,0.0,-8.2,3.38,0.0
20220207:0330,0.0,0.0,0.0,0.0,-8.39,3.24,0.0
20220207:0430,0.0,0.0,0.0,0.0,-8.36,3.24,0.0
20220207:0530,0.0,0.0,0.0,0.0,-8.32,3.17,0.0
20220207:0630,0.0,0.0,0.0,0.0,-8.4,3.17,0.0
20220207:0730,0.0,0.0,0.0,0.0,-8.87,3.1,0.0
20220207:0830,0.0,0.0,0.0,0.0,-9.13,2.97,0.0
20220207:0930,0.0,0.0,0.0,0.0,-9.29,2.9,0.0
20220207:1030,0.0,0.0,0.0,0.0,-9.09,2.69,0.0
20220207:1130,0.0,0.0,0.0,0.0,-8.8,2.55,0.0
20220207:1230,0.0,15.45,0.57,3.35,-8.17,2.41,0.0
20220207:1330,25.35,79.78,2.77,12.52,-7.68,2.34,0.0
20220207:1430,98.53,152.69,5.7,20.34,-6.32,2.07,0.0
20220207:1530,238.71,233.34,9.44,26.23,-4.65,2.55,0.0
20220207:1630,356.61,257.13,11.48,29.59,-2.96,2.76,0.0
20220207:1730,372.07,274.75,12.09,29.96,-1.27,2.9,0.0
20220207:1830,274.11,241.86,10.07,27.27,0.13,2.97,0.0
20220207:1930,213.94,202.22,8.02,21.91,0.71,3.24,0.0
20220207:2030,116.85,130.07,4.76,14.49,1.28,2.97,0.0
20220207:2130,35.36,43.88,1.48,5.6,0.99,2.28,0.0
20220207:2230,0.0,0.0,0.0,-4.27,-0.09,2.0,0.0
20220207:2330,0.0,0.0,0.0,0.0,-1.11,2.0,0.0
20220208:0030,0.0,0.0,0.0,0.0,-1.49,1.79,0.0
20220208:0130,0.0,0.0,0.0,0.0,-2.02,1.72,0.0
20220208:0230,0.0,0.0,0.0,0.0,-2.47,1.66,0.0
20220208:0330,0.0,0.0,0.0,0.0,-2.75,1.52,0.0
20220208:0430,0.0,0.0,0.0,0.0,-3.33,1.45,0.0
20220208:0530,0.0,0.0,0.0,0.0,-4.05,1.38,0.0
