time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20221004:0730,0.0,0.0,0.0,0.0,6.21,0.9,0.0
20221004:0830,0.0,0.0,0.0,0.0,6.29,0.83,0.0
20221004:0930,0.0,0.0,0.0,0.0,5.93,0.9,0.0
20221004:1030,0.0,0.0,0.0,-4.91,4.2,0.97,0.0
20221004:1130,19.24,31.29,1.25,5.7,4.04,0.83,0.0
20221004:1230,98.45,108.34,4.75,15.91,5.11,0.55,0.0
20221004:1330,258.89,157.41,8.77,25.25,7.18,0.34,0.0
20221004:1430,447.05,179.26,12.66,33.12,9.36,0.21,0.0
20221004:1530,406.13,245.23,13.93,38.72,11.28,0.48,0.0
20221004:1630,649.9,217.63,17.32,41.18,12.63,0.83,0.0
20221004:1730,609.53,232.82,16.94,40.01,14.07,1.17,0.0
20221004:1830,748.03,133.27,16.86,35.45,14.79,1.66,0.0
20221004:1930,443.97,150.11,11.65,28.3,15.88,1.24,0.0
20221004:2030,251.16,113.9,7.2,19.4,15.92,1.17,0.0
20221004:2130,93.45,60.65,3.0,9.45,15.1,1.03,0.0
20221004:2230,0.0,0.0,0.0,-1.06,13.71,1.72,0.0
20221004:2330,0.0,0.0,0.0,0.0,12.21,1.93,0.0
20221005:0030,0.0,0.0,0.0,0.0,11.24,1.86,0.0
20221005:0130,0.0,0.0,0.0,0.0,10.68,1.59,0.0
20221005:0230,0.0,0.0,0.0,0.0,10.0,1.1,0.0
20221005:0330,0.0,0.0,0.0,0.0,9.54,0.83,0.0
20221005:0430,0.0,0.0,0.0,0.0,9.5,0.69,0.0
20221005:0530,0.0,0.0,0.0,0.0,9.02,0.76,0.0
20221005:0630,0.0,0.0,0.0,0.0,8.37,0.9,0.0
20221005:0730,0.0,0.0,0.0,0.0,7.88,0.97,0.0
20221005:0830,0.0,0.0,0.0,0.0,7.24,1.03,0.0
20221005:0930,0.0,0.0,0.0,0.0,6.86,1.1,0.0
20221005:1030,0.0,0.0,0.0,0.0,5.85,1.17,0.0
20221005:1130,37.01,29.83,1.36,5.48,5.62,0.9,0.0
20221005:1230,148.06,94.26,4.95,15.67,6.65,0.55,0.0
20221005:1330,339.05,151.67,9.75,24.98,8.91,0.34,0.0
20221005:1430,624.56,132.85,14.46,32.81,11.48,0.21,0.0
20221005:1530,674.81,168.36,16.39,38.37,13.92,0.41,0.0
20221005:1630,821.18,151.95,18.7,40.79,15.69,0.76,0.0
20221005:1730,860.82,129.66,18.88,39.61,17.05,1.03,0.0
20221005:1830,715.41,138.35,16.27,35.07,17.87,1.24,0.0
20221005:1930,609.42,97.41,13.15,27.93,18.39,1.66,0.0
20221005:2030,378.16,84.61,8.39,19.06,18.08,1.59,0.0
20221005:2130,152.75,47.83,3.34,9.12,17.06,1.24,0.0
20221005:2230,0.0,0.0,0.0,-1.39,15.49,1.52,0.0
20221005:2330,0.0,0.0,0.0,0.0,14.1,1.52,0.0
20221006:0030,0.0,0.0,0.0,0.0,12.96,1.31,0.0
20221006:0130,0.0,0.0,0.0,0.0,12.04,1.03,0.0
20221006:0230,0.0,0.0,0.0,0.0,11.73,0.83,0.0
20221006:0330,0.0,0.0,0.0,0.0,10.98,0.83,0.0
20221006:0430,0.0,0.0,0.0,0.0,10.29,0.9,0.0
20221006:0530,0.0,0.0,0.0,0.0,9.87,1.03,0.0
20221006:0630,0.0,0.0,0.0,0.0,9.42,1.17,0.0
20221006:0730,0.0,0.0,0.0,0.0,8.28,1.38,0.0
20221006:0830,0.0,0.0,0.0,0.0,8.08,1.45,0.0
20221006:0930,0.0,0.0,0.0,0.0,8.06,1.45,0.0
20221006:1030,0.0,0.0,0.0,0.0,8.16,1.52,0.0
20221006:1130,86.24,23.66,1.67,5.26,8.16,1.66,0.0
20221006:1230,277.93,73.35,6.21,15.42,8.82,1.38,0.0
20221006:1330,503.89,94.01,10.98,24.71,12.55,0.55,0.0
20221006:1430,685.47,109.09,14.88,32.5,15.94,0.69,0.0
20221006:1530,802.32,122.0,17.49,38.02,18.25,0.55,0.0
20221006:1630,854.33,124.99,18.59,40.41,19.89,0.48,0.0
20221006:1730,823.35,126.02,18.01,39.22,21.05,0.62,0.0
20221006:1830,725.59,122.73,15.99,34.68,21.8,0.69,0.0
20221006:1930,571.97,101.85,12.48,27.57,22.63,1.03,0.0
20221006:2030,359.56,81.22,7.92,18.71,22.53,0.76,0.0
20221006:2130,139.12,46.25,3.05,8.79,21.33,0.48,0.0
20221006:2230,0.0,0.0,0.0,-1.71,20.16,1.52,0.0
20221006:2330,0.0,0.0,0.0,0.0,18.34,1.79,0.0
20221007:0030,0.0,0.0,0.0,0.0,17.0,1.72,0.0
20221007:0130,0.0,0.0,0.0,0.0,15.96,1.52,0.0
20221007:0230,0.0,0.0,0.0,0.0,14.9,1.17,0.0
20221007:0330,0.0,0.0,0.0,0.0,14.11,1.17,0.0
20221007:0430,0.0,0.0,0.0,0.0,13.44,1.31,0.0
20221007:0530,0.0,0.0,0.0,0.0,12.95,1.38,0.0
20221007:0630,0.0,0.0,0.0,0.0,12.59,1.45,0.0
20221007:0730,0.0,0.0,0.0,0.0,12.68,2.07,0.0
20221007:0830,0.0,0.0,0.0,0.0,12.66,2.14,0.0
20221007:0930,0.0,0.0,0.0,0.0,12.5,2.07,0.0
20221007:1030,0.0,0.0,0.0,0.0,12.53,2.14,0.0
20221007:1130,9.23,17.82,0.69,5.03,12.6,2.28,0.0
20221007:1230,44.17,84.2,3.31,15.18,12.95,2.34,0.0
20221007:1330,326.81,138.08,9.07,24.44,13.94,2.21,0.0
20221007:1430,648.76,124.82,14.47,32.19,16.2,2.55,0.0
20221007:1530,733.43,135.36,16.45,37.67,18.08,2.97,0.0
20221007:1630,382.47,109.63,9.94,40.03,18.63,3.79,0.0
20221007:1730,92.3,86.65,4.41,38.83,16.02,3.24,0.0
20221007:1830,130.27,140.58,6.6,34.3,13.9,2.83,0.0
20221007:1930,174.14,93.49,5.73,27.21,13.52,2.69,0.0
20221007:2030,212.14,62.84,5.14,18.37,12.86,2.28,0.0
20221007:2130,50.0,33.63,1.65,8.46,12.63,2.41,0.0
20221007:2230,0.0,0.0,0.0,-2.03,11.81,2.69,0.0
20221007:2330,0.0,0.0,0.0,0.0,10.8,2.62,0.0
20221008:0030,0.0,0.0,0.0,0.0,10.08,2.55,0.0
20221008:0130,0.0,0.0,0.0,0.0,9.67,2.48,0.0
20221008:0230,0.0,0.0,0.0,0.0,9.31,2.28,0.0
20221008:0330,0.0,0.0,0.0,0.0,8.99,2.14,0.0
20221008:0430,0.0,0.0,0.0,0.0,8.68,2.14,0.0
20221008:0530,0.0,0.0,0.0,0.0,8.25,2.07,0.0
20221008:0630,0.0,0.0,0.0,0.0,7.91,2.28,0.0
20221008:0730,0.0,0.0,0.0,0.0,6.37,2.48,0.0
20221008:0830,0.0,0.0,0.0,0.0,5.94,2.76,0.0
20221008:0930,0.0,0.0,0.0,0.0,5.36,2.69,0.0
20221008:1030,0.0,0.0,0.0,0.0,4.89,2.62,0.0
20221008:1130,48.39,20.43,1.12,4.81,4.46,2.34,0.0
20221008:1230,86.33,89.87,3.93,14.94,4.37,2.34,0.0
20221008:1330,191.69,170.26,7.94,24.16,4.79,2.28,0.0
20221008:1430,303.3,215.93,11.09,31.88,5.48,2.14,0.0
20221008:1530,498.96,246.35,15.03,37.32,6.37,2.07,0.0
20221008:1630,699.47,206.16,17.43,39.65,7.47,2.0,0.0
20221008:1730,897.17,118.88,18.89,38.44,8.69,2.07,0.0
20221008:1830,814.88,102.57,16.86,33.92,9.73,2.0,0.0
20221008:1930,627.61,97.5,13.07,26.85,10.26,2.07,0.0
20221008:2030,392.73,80.84,8.19,18.03,10.38,2.07,0.0
20221008:2130,142.53,46.76,2.93,8.14,9.95,2.0,0.0
20221008:2230,0.0,0.0,0.0,-2.35,9.01,1.52,0.0
20221008:2330,0.0,0.0,0.0,0.0,8.37,1.52,0.0
20221009:0030,0.0,0.0,0.0,0.0,8.06,1.03,0.0
20221009:0130,0.0,0.0,0.0,0.0,8.16,1.52,0.0
20221009:0230,0.0,0.0,0.0,0.0,7.88,1.52,0.0
20221009:0330,0.0,0.0,0.0,0.0,7.63,1.52,0.0
20221009:0430,0.0,0.0,0.0,0.0,7.33,1.66,0.0
20221009:0530,0.0,0.0,0.0,0.0,7.18,1.72,0.0
20221009:0630,0.0,0.0,0.0,0.0,7.03,1.79,0.0
20221009:0730,0.0,0.0,0.0,0.0,6.35,2.14,0.0
20221009:0830,0.0,0.0,0.0,0.0,6.17,2.34,0.0
20221009:0930,0.0,0.0,0.0,0.0,6.28,2.41,0.0
20221009:1030,0.0,0.0,0.0,0.0,6.31,2.55,0.0
20221009:1130,0.41,19.07,0.64,4.58,6.39,2.48,0.0
20221009:1230,8.55,62.29,2.18,14.69,6.58,2.41,0.0
20221009:1330,20.04,95.44,3.46,23.89,7.06,2.41,0.0
20221009:1430,299.01,197.83,10.49,31.57,7.9,2.69,0.0
20221009:1530,308.26,192.63,10.74,36.97,10.13,3.24,0.0
20221009:1630,79.32,142.13,5.93,39.27,11.31,3.66,0.0
20221009:1730,92.85,132.11,5.81,38.05,11.15,2.69,0.0
20221009:1830,247.55,118.62,7.7,33.55,11.35,2.48,0.0
20221009:1930,314.74,120.43,8.48,26.49,10.68,2.97,0.0
20221009:2030,280.56,77.22,6.34,17.69,10.25,2.48,0.0
20221009:2130,89.94,36.96,2.07,7.81,10.05,1.93,0.0
20221009:2230,0.0,0.0,0.0,-2.66,9.41,1.38,0.0
20221009:2330,0.0,0.0,0.0,0.0,8.88,1.24,0.0
20221010:0030,0.0,0.0,0.0,0.0,8.22,1.1,0.0
20221010:0130,0.0,0.0,0.0,0.0,7.42,0.97,0.0
20221010:0230,0.0,0.0,0.0,0.0,7.8,0.76,0.0
20221010:0330,0.0,0.0,0.0,0.0,7.11,0.83,0.0
20221010:0430,0.0,0.0,0.0,0.0,5.96,1.1,0.0
20221010:0530,0.0,0.0,0.0,0.0,5.3,1.24,0.0
20221010:0630,0.0,0.0,0.0,0.0,5.54,1.31,0.0
20221010:0730,0.0,0.0,0.0,0.0,5.41,1.38,0.0
20221010:0830,0.0,0.0,0.0,0.0,5.53,1.24,0.0
20221010:0930,0.0,0.0,0.0,0.0,5.75,1.24,0.0
20221010:1030,0.0,0.0,0.0,0.0,5.83,1.31,0.0
20221010:1130,20.89,11.96,0.58,4.35,5.92,1.1,0.0
20221010:1230,28.43,42.82,1.79,14.45,6.15,0.69,0.0
20221010:1330,34.57,104.83,3.95,23.61,6.59,0.62,0.0
20221010:1430,59.96,113.57,4.65,31.26,7.24,1.1,0.0
20221010:1530,45.96,92.5,3.81,36.62,7.4,1.79,0.0
20221010:1630,112.8,187.38,7.8,38.9,7.17,1.93,0.0
20221010:1730,367.67,171.66,11.07,37.67,7.83,1.86,0.0
20221010:1830,476.72,161.28,12.28,33.17,8.82,1.66,0.0
20221010:1930,350.29,129.26,9.15,26.14,10.07,1.38,0.0
20221010:2030,261.44,102.28,6.55,17.36,10.16,1.31,0.0
20221010:2130,120.29,45.16,2.5,7.49,9.8,1.24,0.0
20221010:2230,0.0,0.0,0.0,-2.97,8.89,1.38,0.0
20221010:2330,0.0,0.0,0.0,0.0,7.97,1.52,0.0
20221011:0030,0.0,0.0,0.0,0.0,7.49,1.45,0.0
20221011:0130,0.0,0.0,0.0,0.0,6.72,1.24,0.0
20221011:0230,0.0,0.0,0.0,0.0,6.33,0.83,0.0
20221011:0330,0.0,0.0,0.0,0.0,6.31,0.69,0.0
20221011:0430,0.0,0.0,0.0,0.0,5.04,0.97,0.0
20221011:0530,0.0,0.0,0.0,0.0,3.72,1.17,0.0
20221011:0630,0.0,0.0,0.0,0.0,3.16,1.24,0.0
20221011:0730,0.0,0.0,0.0,0.0,3.17,1.66,0.0
20221011:0830,0.0,0.0,0.0,0.0,3.31,1.93,0.0
20221011:0930,0.0,0.0,0.0,0.0,3.36,2.0,0.0
20221011:1030,0.0,0.0,0.0,0.0,3.31,2.0,0.0
20221011:1130,65.03,22.17,1.2,4.12,3.22,2.0,0.0
20221011:1230,208.8,92.23,5.28,14.2,3.8,1.86,0.0
20221011:1330,395.41,133.07,9.62,23.34,6.5,1.66,0.0
20221011:1430,703.64,110.97,14.61,30.95,9.09,1.86,0.0
20221011:1530,834.49,119.17,17.34,36.27,11.38,1.86,0.0
20221011:1630,881.17,123.14,18.36,38.52,13.07,1.93,0.0
20221011:1730,858.8,118.08,17.8,37.28,14.29,1.93,0.0
20221011:1830,743.18,116.82,15.52,32.8,15.22,1.86,0.0
20221011:1930,573.71,102.5,11.91,25.78,15.56,1.86,0.0
20221011:2030,352.31,81.71,7.27,17.02,15.89,1.59,0.0
20221011:2130,129.41,42.21,2.44,7.17,15.15,1.45,0.0
20221011:2230,0.0,0.0,0.0,-3.28,13.52,2.14,0.0
20221011:2330,0.0,0.0,0.0,0.0,12.02,2.28,0.0
20221012:0030,0.0,0.0,0.0,0.0,11.17,2.28,0.0
20221012:0130,0.0,0.0,0.0,0.0,10.62,2.34,0.0
20221012:0230,0.0,0.0,0.0,0.0,10.26,2.28,0.0
20221012:0330,0.0,0.0,0.0,0.0,9.96,2.21,0.0
20221012:0430,0.0,0.0,0.0,0.0,9.71,2.14,0.0
20221012:0530,0.0,0.0,0.0,0.0,9.47,2.14,0.0
20221012:0630,0.0,0.0,0.0,0.0,9.28,2.21,0.0
20221012:0730,0.0,0.0,0.0,0.0,8.84,2.41,0.0
20221012:0830,0.0,0.0,0.0,0.0,8.83,2.34,0.0
20221012:0930,0.0,0.0,0.0,0.0,8.85,2.34,0.0
20221012:1030,0.0,0.0,0.0,0.0,8.82,2.34,0.0
20221012:1130,35.04,24.94,1.04,3.9,8.89,2.41,0.0
20221012:1230,231.99,88.56,5.4,13.95,9.5,2.34,0.0
20221012:1330,477.99,110.54,10.25,23.06,11.68,2.07,0.0
20221012:1430,529.8,171.35,13.01,30.64,14.24,2.48,0.0
20221012:1530,268.4,274.37,12.22,35.92,16.1,2.76,0.0
20221012:1630,142.74,252.23,10.11,38.15,16.89,2.76,0.0
20221012:1730,234.01,257.5,11.37,36.9,17.19,2.62,0.0
20221012:1830,220.13,236.89,10.41,32.43,17.8,2.69,0.0
20221012:1930,278.92,179.65,9.22,25.43,18.3,3.03,0.0
20221012:2030,185.98,116.09,5.77,16.69,18.4,2.9,0.0
20221012:2130,50.84,49.17,1.9,6.86,17.61,2.55,0.0
20221012:2230,0.0,0.0,0.0,-3.59,16.14,2.55,0.0
20221012:2330,0.0,0.0,0.0,0.0,15.04,2.69,0.0
20221013:0030,0.0,0.0,0.0,0.0,14.4,2.83,0.0
20221013:0130,0.0,0.0,0.0,0.0,13.81,2.9,0.0
20221013:0230,0.0,0.0,0.0,0.0,13.54,3.03,0.0
20221013:0330,0.0,0.0,0.0,0.0,13.19,3.1,0.0
20221013:0430,0.0,0.0,0.0,0.0,12.65,3.1,0.0
20221013:0530,0.0,0.0,0.0,0.0,12.18,3.17,0.0
20221013:0630,0.0,0.0,0.0,0.0,11.75,3.17,0.0
20221013:0730,0.0,0.0,0.0,0.0,11.87,3.45,0.0
20221013:0830,0.0,0.0,0.0,0.0,11.8,3.45,0.0
20221013:0930,0.0,0.0,0.0,0.0,11.54,3.45,0.0
20221013:1030,0.0,0.0,0.0,0.0,11.48,3.52,0.0
20221013:1130,65.55,17.22,0.99,3.67,11.41,3.52,0.0
20221013:1230,118.03,72.54,3.62,13.7,12.04,3.66,0.0
20221013:1330,172.26,120.46,6.1,22.79,13.49,3.17,0.0
20221013:1430,209.07,145.4,7.62,30.33,15.22,4.41,0.0
20221013:1530,145.4,201.62,8.55,35.57,16.66,4.97,0.0
20221013:1630,2.67,118.84,4.02,37.77,17.79,5.59,0.0
20221013:1730,116.94,184.07,7.67,36.52,17.35,5.17,0.0
20221013:1830,89.34,152.26,6.24,32.06,18.05,4.62,0.0
20221013:1930,18.84,103.03,3.69,25.08,17.91,4.69,0.0
20221013:2030,16.07,60.45,2.21,16.37,17.3,4.69,0.0
20221013:2130,0.0,15.62,0.52,6.55,16.52,4.48,0.0
20221013:2230,0.0,0.0,0.0,-3.89,15.92,4.28,0.0
20221013:2330,0.0,0.0,0.0,0.0,15.62,4.21,0.0
20221014:0030,0.0,0.0,0.0,0.0,15.33,4.21,0.0
20221014:0130,0.0,0.0,0.0,0.0,15.09,4.14,0.0
20221014:0230,0.0,0.0,0.0,0.0,14.84,3.52,0.0
20221014:0330,0.0,0.0,0.0,0.0,14.37,1.79,0.0
20221014:0430,0.0,0.0,0.0,0.0,14.08,1.17,0.0
20221014:0530,0.0,0.0,0.0,0.0,13.09,2.69,0.0
20221014:0630,0.0,0.0,0.0,0.0,11.28,2.69,0.0
20221014:0730,0.0,0.0,0.0,0.0,9.95,1.72,0.0
20221014:0830,0.0,0.0,0.0,0.0,9.17,0.41,0.0
20221014:0930,0.0,0.0,0.0,0.0,9.24,0.21,0.0
20221014:1030,0.0,0.0,0.0,0.0,9.4,1.1,0.0
20221014:1130,0.0,4.52,0.17,3.44,9.1,0.97,0.0
20221014:1230,0.0,18.53,0.62,13.45,9.14,0.9,0.0
20221014:1330,0.0,31.41,1.05,22.51,9.55,0.76,0.0
20221014:1430,162.99,119.55,6.21,30.01,9.7,0.69,0.0
20221014:1530,2.71,82.75,2.81,35.23,10.5,1.03,0.0
20221014:1630,24.6,67.45,2.65,37.4,10.29,1.52,0.0
20221014:1730,129.23,93.54,5.08,36.15,10.11,1.66,0.0
20221014:1830,322.66,157.73,9.57,31.7,10.58,1.93,0.0
20221014:1930,218.52,139.43,7.28,24.74,13.53,0.48,0.0
20221014:2030,262.45,83.6,5.8,16.04,14.15,0.21,0.0
20221014:2130,114.47,37.83,1.99,6.24,13.87,0.9,0.0
20221014:2230,0.0,0.0,0.0,-4.2,12.69,1.45,0.0
20221014:2330,0.0,0.0,0.0,0.0,11.66,1.52,0.0
20221015:0030,0.0,0.0,0.0,0.0,10.88,1.52,0.0
20221015:0130,0.0,0.0,0.0,0.0,10.21,1.52,0.0
20221015:0230,0.0,0.0,0.0,0.0,9.61,1.31,0.0
20221015:0330,0.0,0.0,0.0,0.0,9.07,0.97,0.0
20221015:0430,0.0,0.0,0.0,0.0,9.09,0.62,0.0
20221015:0530,0.0,0.0,0.0,0.0,8.83,0.62,0.0
20221015:0630,0.0,0.0,0.0,0.0,7.64,1.03,0.0
20221015:0730,0.0,0.0,0.0,0.0,6.83,1.24,0.0
20221015:0830,0.0,0.0,0.0,0.0,6.81,0.9,0.0
20221015:0930,0.0,0.0,0.0,0.0,6.86,0.97,0.0
20221015:1030,0.0,0.0,0.0,0.0,6.87,1.17,0.0
20221015:1130,0.0,14.98,0.55,3.21,6.76,1.38,0.0
20221015:1230,63.24,88.27,3.44,13.2,7.02,1.59,0.0
20221015:1330,290.75,142.59,8.06,22.23,8.32,1.45,0.0
20221015:1430,657.26,125.14,13.67,29.7,10.52,1.52,0.0
20221015:1530,790.89,131.04,16.35,34.88,13.01,1.79,0.0
20221015:1630,855.56,126.37,17.48,37.03,15.1,2.28,0.0
20221015:1730,831.38,121.4,16.89,35.77,16.61,2.9,0.0
20221015:1830,734.72,112.48,14.78,31.33,17.53,3.66,0.0
20221015:1930,565.28,99.88,11.24,24.4,18.27,3.93,0.0
20221015:2030,341.61,80.58,6.66,15.72,18.18,3.52,0.0
20221015:2130,123.94,37.42,1.98,5.93,17.34,3.24,0.0
20221015:2230,0.0,0.0,0.0,-4.49,15.57,2.83,0.0
20221015:2330,0.0,0.0,0.0,0.0,14.02,2.41,0.0
20221016:0030,0.0,0.0,0.0,0.0,13.13,1.86,0.0
20221016:0130,0.0,0.0,0.0,0.0,12.32,1.31,0.0
20221016:0230,0.0,0.0,0.0,0.0,11.93,1.59,0.0
20221016:0330,0.0,0.0,0.0,0.0,11.26,1.79,0.0
20221016:0430,0.0,0.0,0.0,0.0,10.45,1.52,0.0
20221016:0530,0.0,0.0,0.0,0.0,9.97,1.17,0.0
20221016:0630,0.0,0.0,0.0,0.0,9.67,0.9,0.0
20221016:0730,0.0,0.0,0.0,0.0,9.44,0.62,0.0
20221016:0830,0.0,0.0,0.0,0.0,9.22,0.62,0.0
20221016:0930,0.0,0.0,0.0,0.0,8.69,0.62,0.0
20221016:1030,0.0,0.0,0.0,0.0,8.25,0.62,0.0
20221016:1130,0.0,11.82,0.43,2.97,7.39,0.83,0.0
20221016:1230,249.84,81.04,5.11,12.95,6.37,0.97,0.0
20221016:1330,480.11,109.32,9.83,21.95,8.92,0.34,0.0
20221016:1430,606.76,152.39,13.34,29.39,10.95,0.48,0.0
20221016:1530,622.81,207.21,15.2,34.53,12.01,0.62,0.0
20221016:1630,648.57,215.79,15.95,36.66,12.82,0.76,0.0
20221016:1730,665.9,194.66,15.65,35.4,13.63,0.9,0.0
20221016:1830,645.42,150.29,14.03,30.98,14.17,0.83,0.0
20221016:1930,466.98,124.48,10.18,24.06,14.65,1.24,0.0
20221016:2030,244.12,83.18,5.39,15.4,14.41,0.9,0.0
20221016:2130,102.2,30.46,1.69,5.63,13.53,0.28,0.0
20221016:2230,0.0,0.0,0.0,0.0,12.6,1.1,0.0
20221016:2330,0.0,0.0,0.0,0.0,11.54,1.45,0.0
20221017:0030,0.0,0.0,0.0,0.0,10.57,1.52,0.0
20221017:0130,0.0,0.0,0.0,0.0,9.75,1.66,0.0
20221017:0230,0.0,0.0,0.0,0.0,9.28,1.79,0.0
20221017:0330,0.0,0.0,0.0,0.0,8.62,1.79,0.0
20221017:0430,0.0,0.0,0.0,0.0,8.03,1.86,0.0
20221017:0530,0.0,0.0,0.0,0.0,7.53,1.79,0.0
20221017:0630,0.0,0.0,0.0,0.0,7.09,1.86,0.0
20221017:0730,0.0,0.0,0.0,0.0,6.76,2.0,0.0
20221017:0830,0.0,0.0,0.0,0.0,6.38,1.86,0.0
20221017:0930,0.0,0.0,0.0,0.0,6.06,1.86,0.0
20221017:1030,0.0,0.0,0.0,0.0,5.85,1.86,0.0
20221017:1130,0.0,11.04,0.41,2.74,5.57,1.86,0.0
20221017:1230,258.32,78.4,5.07,12.7,5.92,1.79,0.0
20221017:1330,383.81,140.99,9.07,21.68,8.74,1.45,0.0
20221017:1430,412.59,219.43,11.96,29.08,11.89,1.79,0.0
20221017:1530,363.33,257.12,12.66,34.19,13.95,2.76,0.0
20221017:1630,386.86,255.13,13.06,36.3,15.22,3.31,0.0
20221017:1730,433.09,180.5,11.78,35.03,15.9,3.93,0.0
20221017:1830,185.0,145.39,7.19,30.62,15.68,4.14,0.0
20221017:1930,47.3,100.22,3.91,23.72,13.66,2.69,0.0
20221017:2030,0.0,34.02,1.14,15.09,12.7,2.69,0.0
20221017:2130,3.09,16.32,0.57,5.33,11.98,2.62,0.0
20221017:2230,0.0,0.0,0.0,0.0,11.5,2.62,0.0
20221017:2330,0.0,0.0,0.0,0.0,11.16,2.62,0.0
20221018:0030,0.0,0.0,0.0,0.0,10.86,2.48,0.0
20221018:0130,0.0,0.0,0.0,0.0,10.49,2.48,0.0
20221018:0230,0.0,0.0,0.0,0.0,10.4,2.34,0.0
20221018:0330,0.0,0.0,0.0,0.0,10.37,2.07,0.0
20221018:0430,0.0,0.0,0.0,0.0,10.17,1.79,0.0
20221018:0530,0.0,0.0,0.0,0.0,9.91,1.66,0.0
20221018:0630,0.0,0.0,0.0,0.0,9.82,1.52,0.0
20221018:0730,0.0,0.0,0.0,0.0,9.55,1.52,0.0
20221018:0830,0.0,0.0,0.0,0.0,9.43,1.45,0.0
20221018:0930,0.0,0.0,0.0,0.0,9.3,0.83,0.0
20221018:1030,0.0,0.0,0.0,0.0,9.17,0.69,0.0
20221018:1130,0.0,3.04,0.11,2.51,9.24,0.97,0.0
20221018:1230,22.22,28.3,1.19,12.45,8.92,1.03,0.0
20221018:1330,30.78,36.91,1.66,21.4,8.7,1.03,0.0
20221018:1430,64.75,68.17,3.2,28.77,8.28,1.03,0.0
20221018:1530,168.01,91.96,5.5,33.85,8.04,0.9,0.0
20221018:1630,427.81,156.13,11.11,35.93,8.71,0.55,0.0
20221018:1730,698.02,147.4,14.93,34.66,10.06,0.76,0.0
20221018:1830,474.19,129.68,10.81,30.26,11.79,1.59,0.0
20221018:1930,455.73,120.96,9.74,23.39,12.81,2.55,0.0
20221018:2030,293.18,87.54,5.9,14.77,12.72,2.41,0.0
20221018:2130,123.37,28.73,1.69,5.03,11.86,1.86,0.0
20221018:2230,0.0,0.0,0.0,0.0,10.46,1.93,0.0
20221018:2330,0.0,0.0,0.0,0.0,9.44,1.93,0.0
20221019:0030,0.0,0.0,0.0,0.0,8.62,1.72,0.0
20221019:0130,0.0,0.0,0.0,0.0,7.9,1.45,0.0
20221019:0230,0.0,0.0,0.0,0.0,7.34,1.1,0.0
20221019:0330,0.0,0.0,0.0,0.0,7.89,0.69,0.0
20221019:0430,0.0,0.0,0.0,0.0,8.08,0.34,0.0
20221019:0530,0.0,0.0,0.0,0.0,7.77,0.28,0.0
20221019:0630,0.0,0.0,0.0,0.0,7.53,0.55,0.0
20221019:0730,0.0,0.0,0.0,0.0,6.64,0.76,0.0
20221019:0830,0.0,0.0,0.0,0.0,6.18,0.83,0.0
20221019:0930,0.0,0.0,0.0,0.0,6.03,0.76,0.0
20221019:1030,0.0,0.0,0.0,0.0,5.63,0.76,0.0
20221019:1130,0.0,10.61,0.39,2.28,5.2,0.76,0.0
20221019:1230,211.39,80.85,4.45,12.2,3.9,1.03,0.0
20221019:1330,397.08,124.08,8.69,21.12,6.16,0.76,0.0
20221019:1430,503.15,142.21,11.29,28.46,8.03,1.03,0.0
20221019:1530,615.58,154.67,13.65,33.51,8.89,1.86,0.0
20221019:1630,610.71,167.42,14.01,35.57,9.76,2.55,0.0
20221019:1730,605.42,200.14,14.55,34.3,10.15,3.17,0.0
20221019:1830,509.08,169.03,12.09,29.91,10.35,3.52,0.0
20221019:1930,193.63,123.91,6.3,23.06,10.1,4.14,0.0
20221019:2030,180.34,97.71,4.79,14.46,9.11,3.66,0.0
20221019:2130,104.14,27.54,1.48,4.74,8.36,3.03,0.0
20221019:2230,0.0,0.0,0.0,0.0,7.28,2.76,0.0
20221019:2330,0.0,0.0,0.0,0.0,6.56,2.9,0.0
20221020:0030,0.0,0.0,0.0,0.0,6.13,2.83,0.0
20221020:0130,0.0,0.0,0.0,0.0,5.78,2.9,0.0
20221020:0230,0.0,0.0,0.0,0.0,5.65,3.1,0.0
20221020:0330,0.0,0.0,0.0,0.0,5.56,3.03,0.0
20221020:0430,0.0,0.0,0.0,0.0,5.33,2.97,0.0
20221020:0530,0.0,0.0,0.0,0.0,5.16,3.1,0.0
20221020:0630,0.0,0.0,0.0,0.0,5.39,3.17,0.0
20221020:0730,0.0,0.0,0.0,0.0,5.44,3.24,0.0
20221020:0830,0.0,0.0,0.0,0.0,5.71,3.24,0.0
20221020:0930,0.0,0.0,0.0,0.0,5.56,3.24,0.0
20221020:1030,0.0,0.0,0.0,0.0,5.8,3.17,0.0
20221020:1130,0.0,9.4,0.35,2.04,5.64,3.03,0.0
20221020:1230,58.68,69.18,2.73,11.95,5.71,3.1,0.0
20221020:1330,310.96,135.93,7.78,20.84,6.14,3.59,0.0
20221020:1430,323.37,169.64,9.39,28.15,6.98,4.9,0.0
20221020:1530,191.51,199.7,8.83,33.16,7.61,4.76,0.0
20221020:1630,368.46,195.27,11.1,35.21,7.94,4.0,0.0
20221020:1730,303.18,193.45,10.11,33.94,8.81,4.21,0.0
20221020:1830,31.89,155.29,5.55,29.57,9.16,4.21,0.0
20221020:1930,202.13,129.06,6.48,22.73,9.4,3.66,0.0
20221020:2030,101.67,79.79,3.52,14.16,9.73,3.86,0.0
